user_id,community_label
1028322,0
27100,1
1698121,4
2075988,3
1704062,4
1146347,4
304587,2
1328352,0
948630,0
1001049,0
291393,1
616194,0
1943875,3
1244984,0
1641857,4
693285,1
426928,1
518202,1
1389590,0
1183997,0
1289150,0
1113515,3
1306005,3
392387,1
1672632,3
1081930,1
1554714,4
1978809,3
282274,2
1653987,0
658722,1
367044,2
1806001,4
774483,1
1722250,4
560045,1
426599,1
1461965,0
103631,2
1597293,4
134133,2
1411975,4
1783401,3
1091468,1
1268801,0
928704,0
1324429,3
855718,0
1561039,4
234128,2
1063962,0
1326378,4
349196,2
1811472,4
166332,0
832330,4
407235,1
1807759,3
17880,1
426340,2
521764,1
386352,1
429510,1
1782552,3
362186,0
426501,1
353787,0
1888002,3
572853,4
173710,2
971682,1
1822244,3
1322499,0
798441,1
1149446,0
879103,1
129408,2
1755853,4
1709203,4
330393,1
1530069,4
654803,4
1872777,3
792344,1
329607,2
164909,2
1526962,0
1806079,4
1674335,4
758541,4
1899788,3
492895,0
25.0,1
551402,1
87173,2
1624222,3
300525,2
1328525,0
1299736,0
1136474,0
659402,1
1825567,4
1931417,3
872968,0
417423,1
183331,1
408166,4
1311031,0
378414,2
381310,1
1785201,3
1169478,4
941548,1
1354505,3
1401964,3
1847121,3
274430,2
1463190,0
454114,3
1968374,3
290453,2
153168,2
1915568,3
966333,0
1233482,0
539060,1
99683,2
1528792,0
388984,1
1349215,0
299555,2
30.0,1
343080,2
1662924,4
1500035,4
724651,1
1539211,0
1705275,4
495198,1
205479,1
329904,0
288723,2
1311471,0
454999,1
982540,1
1972645,3
1705318,3
278945,2
1156939,0
1305313,4
1541777,0
165070,2
555567,1
1358613,0
955936,4
270575,2
478554,1
657997,1
179985,2
1264889,0
1258196,0
958251,0
140761,2
573328,1
996531,4
874499,1
824631,0
1577655,4
966339,1
561240,4
448907,1
577097,1
169042,2
416308,1
1744979,4
1152714,0
366134,1
1190342,0
1069520,0
596454,3
1262130,0
114420,2
1207995,1
1142345,0
1101189,0
1228010,3
650260,1
584527,1
826251,0
932484,0
210519,2
1927640,3
608900,0
1324057,0
1929747,3
1722411,3
1688630,3
592427,0
164513,2
167205,2
187263,2
1212096,3
1255632,0
1220297,0
1138045,0
1229704,0
673384,1
443587,1
1490476,0
1243618,0
1670509,4
18320,2
517882,0
171505,2
905574,3
1827878,3
366473,1
168858,2
757962,0
484760,3
267880,2
581661,1
800242,1
1771676,4
1138923,4
402410,2
1765264,3
434454,4
210229,2
918488,1
653934,1
576274,1
1789232,3
1694050,4
1247996,4
1723687,4
899014,1
692710,1
551447,1
511405,1
76446,4
1010619,0
1671475,4
1877799,3
1899585,3
1479821,4
1091910,1
440230,1
30315,2
1050508,4
1139938,0
1300321,0
1519164,0
338171,2
779210,0
1039914,0
1662802,4
995773,1
1982104,3
383481,1
1010458,4
1882293,3
1994511,3
2115437,3
650722,0
1771567,4
202102,2
843452,1
1617759,4
496563,1
454441,1
974235,1
1595990,3
1737032,4
532087,1
586030,1
153533,0
1584719,4
322098,2
1684230,4
2126552,3
401421,1
405587,1
375892,2
190907,2
1728348,3
554630,0
570891,0
713599,1
1457291,4
389722,1
643327,1
170973,2
1674007,4
1091837,1
1234436,0
641240,0
145388,2
174194,2
441693,1
144390,2
670069,1
111783,2
153524,2
1935650,3
1170580,0
1021203,4
1994383,3
812099,0
954524,0
1131418,0
164837,2
875771,0
1435842,0
1185872,3
1259402,0
1541809,4
771076,1
806742,0
85714,2
1897271,3
1199641,0
1915694,3
728452,4
1434817,0
1348516,4
942042,1
264515,2
1445586,0
1562408,0
1245166,0
1066763,0
721033,1
1799200,4
150215,2
500550,1
1278023,4
160938,2
1944046,3
44974,1
542078,1
664121,0
74720,2
1487951,0
453874,1
464721,1
1221515,0
2042500,3
1527112,4
1341449,0
346270,2
1043843,0
247935,2
1069236,1
328128,2
1978922,3
302164,0
280114,0
173744,2
1810686,3
1960519,3
1221648,3
1253974,0
393044,1
278016,1
1333383,0
1634960,4
445273,0
453726,1
1469187,0
60475,2
633111,1
853117,0
1286276,0
1945791,3
282519,1
378230,1
1273532,0
401049,0
1372090,0
695659,1
1219075,0
1486809,4
1864246,3
1201276,0
1208940,0
272255,2
494005,1
1511314,4
645072,1
1647152,4
1582238,4
634916,0
633592,1
488582,1
744767,1
237426,1
1283678,4
508417,1
902979,1
749008,1
374399,0
927027,0
839686,4
224858,2
547739,1
573750,1
1158605,0
653679,1
1925957,3
1340052,0
1321005,4
169024,2
1548829,3
420350,1
378512,2
396523,1
311058,2
1676130,4
223059,2
335579,0
1683283,4
777501,1
1140599,0
451866,1
656488,1
620245,1
1472716,3
729367,4
1847032,3
564168,1
1813849,4
1627059,4
808700,0
404572,1
1322251,0
1225676,0
313563,2
870005,1
364002,1
470063,1
1637537,4
1238558,0
704749,1
967723,1
1435795,3
771920,1
1730387,4
535725,1
874664,1
1772133,3
123032,2
83918,2
582934,1
386692,0
509260,1
1506488,0
236822,2
1386827,0
71196,2
1868714,4
1594781,4
1709870,4
353404,3
1474361,3
403825,1
30184,1
493742,1
695081,1
920187,1
460013,1
1125018,0
1594526,3
1386765,0
1167330,0
1586889,0
742426,0
975182,1
713228,0
455711,1
1413696,0
759562,1
1481122,4
774043,1
1354750,0
1293389,0
257435,2
433018,0
1183979,0
1968794,3
87179,2
176040,1
820916,1
478033,1
1363645,3
910762,1
1705608,4
1624578,0
1470887,4
60.0,1
1627103,4
1723179,4
1895257,3
1788430,4
211035,2
886158,1
1554114,4
154792,2
932068,1
491918,1
1939662,3
551605,1
1321438,0
511432,1
390016,2
338391,2
1620743,4
1417969,4
1841062,3
482461,2
131529,2
1012530,1
1647108,4
881346,1
1463798,0
1068759,0
421985,1
1852046,4
500.0,1
708146,4
149611,2
1896408,3
1334413,0
141706,0
270455,2
919938,1
1087932,1
1745967,4
1118231,0
510355,0
277900,2
417730,1
1758604,4
268836,2
156105,2
251170,0
300481,0
594784,0
1473110,0
539537,2
1591828,4
894647,1
141554,2
341649,2
291025,1
1592775,4
264691,2
1991113,3
668253,1
153961,2
507335,1
922114,1
1708225,4
1740087,3
519566,0
1293033,0
1390304,0
774319,0
1702481,4
285174,2
375255,2
58286,2
1108366,1
270610,2
1451892,0
1317845,0
1324484,4
1407653,3
907940,0
1573745,4
1502702,0
2110659,3
864877,0
1892237,3
1181917,4
1324956,0
663616,1
1274567,4
879998,1
609525,1
509053,2
1041629,1
867145,1
1260933,0
408904,0
763316,1
824341,0
475619,1
230830,3
1554469,0
1667921,4
1948403,3
1277878,0
746590,1
511153,1
1360332,0
97679,2
2064216,3
329918,2
960433,0
17776,2
499850,1
1512862,0
828930,1
405720,2
1048850,1
1697338,3
1902716,3
6.0,1
786403,0
852459,1
1170069,0
182483,2
1229067,0
1846094,4
392382,1
1568053,0
1360750,0
389516,1
1189738,3
969261,0
1804603,4
1169372,0
328721,1
1797655,4
1889711,3
802761,1
83365,2
629199,1
475715,1
224557,2
1693552,4
725542,4
1414138,0
643201,1
836196,1
225948,2
1109010,1
1692313,4
1067211,1
1710142,3
330963,4
1764017,4
1687919,4
316386,1
1191490,0
434776,1
1360533,0
1206879,1
1516127,0
1699537,4
1822046,3
926290,1
995020,0
148453,2
1516527,0
1112819,1
403063,1
393274,1
375619,2
349209,2
1929481,3
686820,1
1803531,3
82695,1
1780470,4
1154611,0
1975319,3
335709,2
1256898,0
1088793,1
147849,1
711068,1
1427967,0
673048,1
1958178,3
419983,1
1776885,3
1222683,0
301430,2
1543340,0
1418734,0
1204336,4
1310396,0
553299,1
1993186,3
406039,1
515094,0
113343,2
955840,1
1407899,0
1852263,3
1923753,3
1470824,3
394587,0
430569,1
845575,1
1802378,4
578980,1
373121,1
929705,1
1043510,0
1721667,4
901133,0
792034,1
1805127,4
1672688,4
614416,1
728545,1
419960,1
1401994,3
761589,0
1130793,1
1776597,3
451436,1
574075,1
720160,1
823459,1
2035221,3
1729797,4
33925,2
1461435,4
675587,1
21027,2
1975995,3
1287536,0
515181,1
240510,2
1899228,3
1532952,0
1662125,4
1232955,0
1875203,3
1822558,4
405426,0
1635867,0
1809002,4
679335,1
1290060,0
861708,0
424359,1
276946,2
1171280,1
538477,1
169117,2
526420,1
341827,1
498147,1
1717671,4
1379602,0
374791,2
395949,2
1250061,4
901605,4
661354,0
335781,0
363786,1
999828,0
1472620,4
1712492,4
641949,1
920183,1
1203292,0
625235,1
711405,1
430442,1
491342,1
559812,0
378041,2
1342873,0
1233053,0
1557522,4
325968,2
836489,1
232458,0
314197,2
1338932,0
1524787,3
777439,1
1292681,3
180331,2
427742,1
392323,0
1609786,4
1494224,0
1164615,0
764105,1
375071,1
539703,1
1620274,3
647807,1
544291,1
949689,1
1704908,3
1646288,4
1820029,3
899111,1
1352034,0
1546054,4
629549,0
2016137,3
943158,1
367836,1
876790,1
1196374,0
953613,1
579031,1
540434,1
801743,0
619036,1
1847094,4
227669,1
464645,1
458054,1
711749,1
1202096,1
350260,2
668180,1
1688699,4
415246,1
325461,2
191326,2
473461,1
383443,1
545883,1
403022,1
1728124,4
1146447,4
148556,1
874794,0
399204,1
415367,0
663961,0
635260,1
383534,2
1933582,3
1467761,0
375116,2
507449,1
358456,1
505246,0
1668591,4
216290,2
1871680,4
1866585,4
1140579,1
339436,2
164359,2
1895837,0
422034,1
63392,2
221062,2
867065,1
2080764,3
704004,3
805203,1
1063527,1
521026,1
712838,4
1608259,0
40.0,1
1404222,0
862714,1
1701583,4
850216,1
1411078,0
790298,1
952272,0
1444366,0
153100,0
1864526,3
77531,0
602544,1
367427,1
854656,3
635729,1
1108109,0
1869451,3
267434,2
138205,2
486039,1
495958,1
1538341,0
1668574,3
664440,4
1605623,4
1788394,4
431270,1
324337,4
1835983,3
1056824,1
1471816,0
1277707,0
1003366,1
1221048,0
1448016,4
1391751,0
1350310,0
177955,2
408824,0
262789,2
1445013,0
1245829,0
149737,2
374394,1
1408364,4
1274440,0
1265963,0
1259631,3
707524,1
592197,1
292561,2
971972,0
1594411,4
852499,1
1219909,0
385359,2
1748293,4
899966,4
296268,0
1905557,3
1491235,0
846017,1
959994,0
491133,1
611826,3
536496,1
142277,2
411450,0
627511,1
1448515,4
1001693,1
1436471,0
609329,1
1538597,4
43668,2
690976,1
382100,1
1342472,0
1811845,4
73460,3
1887403,3
1229189,4
449739,1
2086248,3
401541,2
637561,1
1163955,0
1704852,4
1108277,0
285185,1
1217615,0
1448818,0
1923745,3
408730,1
1697039,4
1789034,4
1354841,0
1255948,0
523302,1
950097,1
428694,1
1646005,0
809201,1
411074,2
1436594,0
329916,2
1447642,0
328968,2
1131089,1
493076,1
1806234,4
858251,1
729130,1
1622439,4
962440,4
307792,2
2081171,3
457108,1
1327513,0
554161,1
1548099,3
416335,1
142856,2
141333,0
353252,2
860713,1
934759,0
158018,2
747145,0
281844,1
279108,2
391205,2
833550,1
981730,0
1380900,0
1323568,4
1030780,1
1692852,4
1725548,4
1147289,1
389980,2
1877522,3
459693,1
1387341,4
176104,2
277448,2
1608728,0
1877919,3
469309,1
1478009,4
1712254,4
1280013,3
489054,1
136142,2
498255,0
1177384,0
1014901,1
579100,1
697005,0
1530931,0
1347428,3
1009977,0
243941,2
1248420,0
1183054,4
610183,1
496601,2
1892968,3
1823937,3
469323,1
1961087,3
1259908,4
1648726,4
883285,1
658146,1
1312262,0
538071,1
359804,2
518774,1
742194,1
1453499,4
482022,1
1926359,3
1331619,0
1772188,4
1693000,4
512344,0
586487,0
666108,1
286702,2
1439060,3
115336,2
428523,2
723523,1
1113956,0
744117,1
1438427,0
567892,1
681089,1
1604732,4
1449138,0
343917,2
1185086,0
178844,2
273458,2
1014979,0
1124521,0
144382,2
1176127,0
422127,4
1532450,0
1916661,3
1166831,0
731374,0
1378557,0
590985,1
849322,0
377766,2
1512379,4
363176,0
1274570,0
741519,1
1193148,0
693719,1
173022,2
613415,3
1756161,4
628488,1
652579,1
710246,1
700833,1
448778,1
2110918,3
826949,1
695823,1
425858,1
148274,2
1529671,3
1307866,0
1401405,4
1707939,3
322227,2
666260,1
1362523,0
320331,2
567406,1
1475801,0
566249,1
692507,1
1556448,4
371819,1
108291,2
149939,2
734974,1
1438874,0
1139803,0
867950,1
405480,2
1707898,4
1358686,0
1463222,4
666506,0
1472505,0
525902,0
442707,1
776686,1
360853,2
1089841,4
1465146,0
260811,1
1773163,3
284267,2
776730,0
902262,1
1938760,3
1239751,0
1303023,4
599466,1
641772,1
1090102,1
1351353,0
617359,1
16716,2
717477,1
1134239,1
1093763,1
805440,3
1559838,0
1722037,3
1906026,3
940839,1
1089880,1
448094,1
1357854,4
788256,1
1296399,0
331299,2
1548689,0
1326146,0
31640,0
1947372,3
537846,1
319934,1
166986,1
469431,1
978689,1
1239064,0
1929871,3
1012090,1
885704,1
1202404,1
671416,1
821095,0
410689,1
720678,1
1928367,3
232291,2
1599782,3
280636,2
892000,1
1926465,3
803278,0
821082,1
1045234,1
788520,1
981858,0
1697479,4
141786,0
11.0,1
53069,2
425496,1
467129,1
1378899,0
967823,1
1525038,0
54892,1
647967,1
921671,1
954625,1
748253,1
721052,1
1865499,3
688773,1
328783,2
935880,1
288252,2
571708,1
1128763,4
1190456,0
1207643,0
899384,1
1142945,0
1120430,1
1304838,0
1062862,0
1309993,4
1237243,0
717468,0
1208463,0
753908,0
1417480,0
1720795,4
1542769,4
924069,4
1642279,4
1367597,0
328870,2
1430132,4
594752,1
170886,2
778484,1
1690436,3
543303,0
755324,1
344614,2
1687788,0
366105,2
572475,3
1855676,3
1354139,3
1537738,0
967795,1
409873,1
1076184,1
1513344,0
478918,1
648143,1
1523436,4
512002,2
1646391,0
507210,1
1707352,4
1557514,4
1349046,0
236573,2
728752,1
364119,0
1826959,4
368566,2
1080504,1
1031487,3
373176,2
807403,1
17896,2
1547558,0
400857,1
152772,2
549563,1
620006,1
168051,2
1472463,0
1262543,0
292144,2
1185060,0
944242,0
1237932,0
185308,2
625091,1
281669,2
1051009,1
601435,1
807473,0
442865,1
391383,1
1606294,4
1626712,4
364419,2
625539,1
171338,2
146519,2
580571,0
322611,2
1581924,0
419864,1
76214,2
1629458,4
431878,1
1828853,1
558999,2
610276,1
66265,2
626304,1
1319720,0
757190,1
397789,0
1061619,1
1555840,0
437530,1
1892500,3
1114050,1
507448,1
1388967,0
577682,1
239122,2
1482255,3
815791,1
569124,1
900720,1
869490,1
1892163,3
374711,1
1393245,0
457385,1
1700101,3
604556,1
653876,1
386159,0
1627873,4
1281142,0
363083,1
679186,1
698165,0
1265299,0
1291267,0
1469830,0
183351,2
577776,4
1905716,3
1662287,4
1704204,4
635901,1
1163721,0
176654,2
895719,0
969979,4
379959,2
333627,2
205562,2
1281877,0
264921,2
512510,1
1528986,0
693503,3
570192,1
1455721,4
1676185,4
200.0,1
1593166,0
272411,1
926316,0
579910,1
170878,2
1748974,4
1790173,4
1648982,4
855946,1
809744,1
1116331,1
397982,1
974460,0
496414,1
1623740,4
1648105,4
657302,1
774430,1
1180854,0
841308,4
1761546,3
1877492,3
369146,2
285374,2
1928930,3
1201716,0
1640904,4
1488999,0
1384824,0
740843,1
763116,0
210992,2
1770214,4
651931,1
1460703,0
1572461,4
953172,1
766805,1
1782615,3
1865064,4
646077,1
513430,1
1012039,1
1356927,0
827681,1
485429,1
1935580,3
1483318,0
644108,1
190751,2
1314090,0
341609,1
1395704,0
290908,1
386289,1
537209,0
1802205,3
757933,1
1826140,3
405659,1
835991,0
260994,2
576470,4
1793350,4
1126137,1
1343320,0
1354431,4
666094,1
903988,1
1903596,3
411665,0
1436953,4
572391,1
2089957,3
692520,1
513358,1
1335265,0
254667,2
1347852,0
646281,1
1437651,0
871163,1
1539083,4
1425933,4
739695,1
1540750,4
1292785,0
1806860,4
269715,2
972320,1
465598,1
1227658,0
1140623,1
1363281,0
656316,0
43164,2
890263,0
1058397,1
942695,1
533105,1
280247,1
163101,2
268745,2
645691,1
1523089,0
409153,1
173609,2
329012,2
1769662,0
949199,1
181427,2
464974,2
2065243,3
181253,2
543714,1
923581,1
1600836,4
371741,1
538010,1
921806,1
1676720,4
389112,2
1321803,0
387094,1
161683,2
697041,1
807702,4
83250,1
1892029,3
1858584,4
325841,1
1804422,4
2103595,3
1545758,0
1468985,0
1355695,3
1245173,0
1873569,3
1811677,4
1395430,0
1648886,4
1695491,4
1332965,0
887598,1
906540,1
1439332,0
1050201,1
17877,2
1774765,4
1314186,0
2024088,3
1250959,4
1193043,0
1451117,0
1512361,4
946039,0
1458459,0
1032834,0
562089,1
1140383,0
1178156,3
601966,1
2077397,3
431347,1
534509,1
519902,1
1085608,1
626168,1
107937,1
984089,1
1762282,4
1994644,3
567586,1
969334,1
18941,2
325150,2
1507501,4
1154018,0
1631667,4
389333,2
416803,2
159366,2
1578511,0
1161699,0
450417,1
1111683,1
1298124,0
995605,4
753310,1
694591,1
1567705,0
1733443,4
464438,1
981362,1
1708196,4
1522236,4
473943,1
1646014,0
1438213,0
533569,1
49317,2
370669,1
169776,2
1111924,4
806566,1
899643,1
1596777,4
1138484,0
863049,1
851948,0
1269627,4
455717,1
570141,1
698243,1
410484,1
1902641,3
1402910,0
1095808,0
686153,1
482492,1
1886930,3
765445,1
1889042,4
1805080,4
1487502,0
572879,1
1352435,0
1166063,1
1107884,0
1174671,0
1340751,0
1626170,4
1679821,4
729903,0
1442870,0
537025,1
688299,0
1115336,0
1412478,0
582501,1
454436,1
236799,0
319614,2
1748658,3
1050030,0
1402200,0
1356950,0
1524119,0
1117627,1
1331323,0
2025238,3
404763,1
969649,1
1846564,4
605166,3
552082,1
397882,1
594796,1
861719,1
573964,1
403706,1
918635,1
392134,2
1915237,3
1172465,0
334127,2
478184,1
586809,1
417630,1
1241060,0
906779,0
720622,0
1734983,3
1702007,4
37424,1
600755,1
1662820,4
1045724,4
1521973,0
321164,2
671631,1
840269,1
1410113,0
55767,2
360549,2
365366,2
1505834,0
1581254,4
748192,1
231343,2
170694,2
1638115,4
550712,1
471062,1
179278,2
398445,2
183557,2
863674,1
1426673,4
898843,1
1930242,3
852851,1
515600,1
1853662,4
1148385,1
1337782,0
1544833,0
433456,1
870252,1
310559,1
1755416,4
451290,2
359331,1
344954,2
958305,1
703075,1
229998,2
655761,1
1255434,4
399192,1
372768,2
1057155,0
1112038,1
2113327,3
1727344,4
1627565,0
878555,0
1286762,0
1308052,3
1349770,0
1739803,4
274553,0
1724726,4
1327640,0
1680350,4
257806,2
1848819,4
648043,1
1255811,0
267541,2
1706186,3
1091858,0
710222,0
187328,2
32259,2
1937957,3
498925,1
921052,1
618978,1
983435,1
1804788,3
1110533,0
743484,0
1984727,3
465200,1
948863,1
813628,3
315554,1
1087713,1
172447,1
638780,1
566235,1
421646,1
1556725,0
465853,1
836321,1
1147651,0
611558,1
896879,0
786886,1
1282580,0
371401,2
836814,0
237297,2
2067127,3
356038,2
888937,1
1271694,0
993814,1
1102988,4
1434187,0
1568049,4
523053,1
766460,0
1818481,3
1721377,4
1655677,4
641190,1
717670,1
1198567,0
1048198,1
608687,1
1134394,0
1637796,4
837857,1
1790846,3
799685,1
1346495,0
1444986,0
1072562,0
1867238,4
1855606,4
405482,0
571584,1
1281903,0
848744,1
400624,0
524478,1
928865,1
266308,2
1323615,0
628438,1
1119566,3
2132635,3
242678,1
645789,1
1501607,0
1045793,0
656244,1
1841597,4
1889851,3
1536521,0
1858492,3
201697,2
1309823,0
2040830,3
1640183,0
937029,0
1413901,0
151747,2
1182654,4
730142,1
1684881,4
647928,1
1801199,1
619722,1
1336497,0
1597136,0
1862018,3
437197,1
1613917,4
1449777,0
46322,2
1599654,4
1021118,0
1921580,3
1927371,3
583709,1
1332598,0
844866,1
1083229,1
196442,2
1167823,0
1537797,0
900849,1
1767307,4
1691178,4
1309807,0
258093,2
