user_id,community_label
1594742,0
925372,0
497184,1
264030,2
554845,1
226454,2
1740684,3
728734,1
277963,2
1444438,0
394323,2
1717968,4
955200,1
1579005,0
507410,1
1552401,0
1890629,3
1459000,4
1794076,4
374897,2
844011,1
595029,1
857810,1
678350,1
624373,1
804135,1
1250513,0
1150500,0
290906,1
1282275,0
1422206,0
1339787,0
1061194,0
971095,0
1124876,1
416683,0
280389,2
638063,1
1287475,4
54464,2
374485,1
1837694,3
847324,0
337020,1
848644,1
45176,2
294764,2
266327,1
677297,1
1505763,4
1130508,1
1845915,3
540714,1
477454,1
699682,1
409381,2
418191,0
172182,2
1333562,3
525150,1
627306,1
1542596,0
746669,3
830848,0
1831196,4
474381,1
872718,4
1722470,4
1317451,0
196808,2
692587,0
669110,1
1922426,3
1882931,3
317248,1
432054,1
362166,0
538137,1
1535002,0
528610,1
58526,2
379140,2
1680545,4
1116628,0
1048132,0
131768,2
1409826,0
7.0,1
1705991,4
906964,0
1715874,4
179693,2
1222183,0
24869,2
267784,2
1455517,4
689851,1
1699528,4
667071,1
1812661,3
2000176,3
613467,1
943844,1
407397,2
1004573,0
1425529,0
1902239,3
1327897,0
165586,2
1027559,1
1286629,4
1769349,3
1513220,0
1451375,3
1030282,0
1255543,0
1065118,0
1252414,0
1090299,1
846502,1
1643762,3
1388471,0
1623605,4
1278462,0
1719152,4
620876,1
31698,2
747612,4
1789843,4
1440585,0
275076,2
1297865,0
403095,2
842376,1
1400194,0
1579088,4
465333,1
2027328,3
1793301,4
674449,1
1148892,0
1591532,0
430202,1
133377,2
17279,2
1972738,3
851115,0
642593,1
1426041,0
243769,2
1831214,4
353296,1
418028,3
993238,1
1201947,0
519806,1
1278231,0
1549376,4
1101210,1
1394029,0
1596848,4
728302,1
708525,0
1941762,3
221934,2
366075,1
668626,0
230613,2
288714,1
263770,2
1072345,1
536866,1
1662067,4
524023,1
60289,0
894282,1
1191976,0
1725589,4
1758130,4
166387,2
1308741,0
30325,2
267747,2
1116621,0
370387,0
334947,2
1121798,0
594491,1
1208778,0
1172212,1
355471,1
574661,1
1651819,4
703054,1
2065233,3
901192,0
1967411,3
1108423,1
912633,4
160158,2
627145,0
1293306,0
1597122,4
998693,0
1106998,0
2000350,3
1413525,0
292868,2
428944,1
573157,1
901651,0
1720207,4
1788282,4
106643,2
739452,1
1003573,1
1819234,3
1354306,0
1331507,0
182731,2
499041,1
1484181,0
1323166,0
396484,1
705213,3
1444451,0
1313146,4
516482,1
1933976,3
184769,2
1806800,4
756408,1
1838396,4
1074241,1
395734,0
1832876,4
316587,2
1490426,0
1712166,4
1942882,3
1318893,0
403306,2
710311,1
1407868,0
1449125,0
271565,2
494584,1
153583,2
1444596,0
67372,2
1321429,0
883975,1
119530,2
795699,0
1591932,0
1565637,0
1749112,4
1236964,0
115676,2
1865476,3
154177,2
1081211,4
1442893,0
1026605,4
142544,2
428394,1
243608,2
848123,1
873324,4
1108688,1
872926,1
979231,1
1698651,4
321130,2
618937,0
31304,2
1615162,3
1149748,1
366399,2
1921594,3
1151401,0
1641366,4
1737099,4
108360,0
1331361,0
382067,2
42906,2
44870,2
1922365,3
618275,0
791369,1
1661268,4
818151,1
872068,1
1470163,3
486266,1
1206561,0
1865967,4
941497,1
1275085,0
1123505,0
171667,2
1741013,4
604962,1
607923,0
650159,1
216236,2
453421,1
1065241,0
1795987,3
2080701,3
1463196,0
1555818,3
904485,1
582333,1
712161,1
1232725,0
1072253,1
1407246,4
162705,2
337694,2
465667,1
223228,2
997581,0
426451,1
1047758,1
1566538,3
968489,4
1291024,0
1296311,0
958010,1
477187,1
1680557,4
947749,1
1762317,0
368208,1
355655,0
1768215,3
1795081,4
1561422,0
1822621,3
1698664,3
1706563,4
638202,1
1350746,0
1018453,0
1818904,3
1325472,0
1185172,0
1426926,0
1463294,0
1906849,3
269296,1
1284651,0
173476,2
401517,2
1178867,0
712229,0
1945737,3
180670,2
1069127,0
31841,2
1457357,0
1215899,0
1542535,0
791760,1
84123,2
820822,1
1223695,0
1859736,4
690581,1
1707235,4
272135,2
1462765,0
832739,1
376653,2
1610492,0
2000352,3
1524323,0
357747,2
1782205,4
1217462,0
1116846,0
1283950,0
1318244,0
1121024,0
1599414,4
1807245,4
1729167,4
1159300,1
1512863,4
1236453,0
1882465,4
1240556,0
911548,1
1367282,0
1079680,0
916068,1
454414,1
394300,1
764304,1
461831,1
418054,1
801019,1
884096,0
321821,2
362746,2
416140,1
473509,1
1186512,3
629324,1
1978205,3
1901800,3
1268398,0
1829968,4
1253061,0
1035672,0
913180,1
1255394,0
1679166,4
1232926,0
1095778,1
582686,0
1341505,0
1173247,0
476688,1
1337148,0
1717605,0
158903,2
727363,1
1604384,4
700330,0
595222,1
670121,0
1781498,4
707545,1
1533375,0
339402,1
814613,1
