UserID,BetweennessCentrality
520061,0.00469811262233779
1035132,0.00370577269376935
275562,0.003283299065717554
371550,0.0029920434006927153
1607846,0.0023276201089619817
955936,0.0017159332583830413
145388,0.0016525210419531062
1273532,0.0015968978029949734
475748,0.001575723949683191
1131089,0.0014272465018405186
1425978,0.0013363980788618066
338986,0.0013195632398113038
1581791,0.0013111998854448905
812099,0.0012653627513195265
657997,0.0011994208092944445
827681,0.0011832796135006036
1124031,0.0011207314662870945
795433,0.0010701147346597072
451436,0.0010360452004487086
269876,0.001032797098091894
1120410,0.0009309609135956386
1154611,0.0008970527144057542
1772133,0.0008583119459045003
602357,0.0008273991778294885
473943,0.0008024609859493792
1140902,0.0008014118827888306
1313397,0.0007946337829893874
410484,0.0007701093301767184
651085,0.0007509361365540703
170878,0.0007429754517297443
912728,0.0007370332374181708
1598260,0.0007357686752069637
1621646,0.0007059872521295148
748244,0.000702532904689367
633926,0.0006813905188253337
107937,0.0006652577425146407
681089,0.0006474398539923053
1451073,0.0006435284050195528
1696822,0.0006404492901944291
889061,0.0006394300690230142
309676,0.0006166457616938181
1475076,0.0006155636581807346
1799830,0.0006134606187945254
1166239,0.0006022131793081822
587428,0.0005952105418335061
1194175,0.0005892066597886676
367298,0.0005556909576323059
1255948,0.0005462259869337275
651672,0.0005459618462627816
1113121,0.0005429158256151355
1062638,0.0005353740905169547
1348846,0.00052930840885136
1667415,0.0005193748696201928
1711879,0.000502674807037584
895869,0.0004827448137892405
1032944,0.00046898215691139306
1699837,0.00046840854695459464
1333406,0.00046329523537379523
1473946,0.00046120188099814147
1940427,0.0004576910750878915
1807017,0.00045142116990672245
1546884,0.000444248013643473
1275085,0.0004433178698772997
1642194,0.0004342790971694758
426008,0.0004293581661255967
468471,0.0004248138253454518
1186010,0.00042151363144352896
699280,0.0004196434956570967
1723687,0.00041909024235409393
1594411,0.00041601901217233617
323959,0.0004083202878923124
1038212,0.000396030595515643
1506910,0.0003891447376763882
511801,0.0003819272439213739
1693682,0.00038135832475621377
545398,0.00038134741908948597
565970,0.00036926157119253426
451290,0.00035611365730791754
1185462,0.00034582774697234243
1912575,0.0003386578359409712
1360660,0.00033238180142690913
1284352,0.00033147952036443397
838574,0.00032197478371551316
891516,0.0003197462774574197
1571031,0.00031893318711165037
1745080,0.00031871791631497815
1295917,0.0003154192575811165
1890237,0.0003139090749475236
1698664,0.0003124075343808086
1522915,0.0003069342066834209
672623,0.0003067340026342403
430914,0.0003053026113132622
650539,0.00030169385760698354
1189235,0.00030082385383116037
583428,0.0002983066296754797
417138,0.00029708497276861564
1983744,0.00029585580434171946
1329957,0.00028906279654074426
885916,0.0002877671334972993
1251946,0.0002870530473415293
