user_id,degree_centrality
18056,0.0182370820668693
18490,0.017223910840932118
18201,0.014994934143870313
17900,0.01458966565349544
16480,0.01398176291793313
17884,0.013576494427558256
17897,0.011955420466058762
18026,0.01094224924012158
18900,0.00972644376899696
18948,0.009321175278622086
18323,0.00851063829787234
17954,0.00790273556231003
16544,0.0074974670719351565
18702,0.00729483282674772
16522,0.0070921985815602835
17880,0.00668693009118541
17887,0.00668693009118541
16561,0.006281661600810537
18007,0.006281661600810537
18039,0.0060790273556231
19001,0.0060790273556231
18335,0.005876393110435663
16465,0.0056737588652482265
17883,0.0056737588652482265
18125,0.0056737588652482265
17885,0.00547112462006079
18860,0.00547112462006079
16581,0.0052684903748733535
16843,0.0052684903748733535
17961,0.0052684903748733535
18600,0.0052684903748733535
19230,0.0052684903748733535
19697,0.0052684903748733535
17977,0.005065856129685916
18652,0.005065856129685916
18144,0.00486322188449848
18178,0.00486322188449848
17974,0.004660587639311043
20685,0.004660587639311043
17902,0.004457953394123607
19778,0.004457953394123607
17597,0.00425531914893617
18728,0.00425531914893617
21212,0.00425531914893617
17992,0.004052684903748733
18300,0.004052684903748733
18864,0.004052684903748733
16454,0.0038500506585612965
16824,0.0038500506585612965
17894,0.0038500506585612965
17991,0.0038500506585612965
18147,0.0038500506585612965
18187,0.0038500506585612965
18890,0.0038500506585612965
21343,0.0038500506585612965
16464,0.00364741641337386
16513,0.00364741641337386
18703,0.00364741641337386
17910,0.003444782168186423
18372,0.003444782168186423
18434,0.003444782168186423
20738,0.003444782168186423
20818,0.003444782168186423
20864,0.003444782168186423
16931,0.0032421479229989866
18051,0.0032421479229989866
18259,0.0032421479229989866
21121,0.0032421479229989866
16572,0.00303951367781155
17029,0.00303951367781155
18038,0.00303951367781155
18325,0.00303951367781155
20552,0.00303951367781155
20693,0.00303951367781155
16453,0.0028368794326241132
16906,0.0028368794326241132
17090,0.0028368794326241132
17447,0.0028368794326241132
18601,0.0028368794326241132
20690,0.0028368794326241132
20734,0.0028368794326241132
20837,0.0028368794326241132
16474,0.0026342451874366768
16542,0.0026342451874366768
16579,0.0026342451874366768
16663,0.0026342451874366768
16904,0.0026342451874366768
17268,0.0026342451874366768
18019,0.0026342451874366768
18456,0.0026342451874366768
18797,0.0026342451874366768
18827,0.0026342451874366768
18866,0.0026342451874366768
20390,0.0026342451874366768
20386,0.0026342451874366768
20911,0.0026342451874366768
16515,0.00243161094224924
17252,0.00243161094224924
18151,0.00243161094224924
18647,0.00243161094224924
